SEASON,TEAM_ID,TEAM_NAME,GP,W,L,FG3M,FG3A,FG3_PCT,PTS,THREES_PER_GAME,THREES_ATT_PER_GAME,POINTS_FROM_3,PERCENT_POINTS_3
2019-20,1610612759,San Antonio Spurs,71,32,39,760,2021,0.376,8098,10.704225352112676,28.464788732394368,2280,0.28155100024697455
2019-20,1610612761,Toronto Raptors,72,53,19,995,2663,0.374,8118,13.819444444444445,36.986111111111114,2985,0.3677014042867701
2019-20,1610612762,Utah Jazz,72,44,28,963,2537,0.38,8013,13.375,35.236111111111114,2889,0.36053912392362414
2019-20,1610612764,Washington Wizards,72,25,47,864,2345,0.368,8238,12.0,32.56944444444444,2592,0.314639475600874
2020-21,1610612737,Atlanta Hawks,72,41,31,895,2402,0.373,8186,12.430555555555555,33.361111111111114,2685,0.32799902272172
2020-21,1610612738,Boston Celtics,72,36,36,979,2618,0.374,8109,13.597222222222221,36.361111111111114,2937,0.3621901590825009
2020-21,1610612751,Brooklyn Nets,72,48,24,1020,2600,0.392,8537,14.166666666666666,36.111111111111114,3060,0.35843973292725784
2020-21,1610612766,Charlotte Hornets,72,33,39,985,2666,0.369,7881,13.680555555555555,37.02777777777778,2955,0.37495241720593836
2020-21,1610612741,Chicago Bulls,72,31,41,904,2446,0.37,7969,12.555555555555555,33.97222222222222,2712,0.3403187350985067
2020-21,1610612739,Cleveland Cavaliers,72,22,50,720,2141,0.336,7476,10.0,29.73611111111111,2160,0.28892455858747995
2020-21,1610612742,Dallas Mavericks,72,42,30,994,2744,0.362,8096,13.805555555555555,38.111111111111114,2982,0.3683300395256917
2020-21,1610612743,Denver Nuggets,72,47,25,927,2462,0.377,8284,12.875,34.19444444444444,2781,0.33570738773539355
2020-21,1610612765,Detroit Pistons,72,20,52,832,2370,0.351,7676,11.555555555555555,32.916666666666664,2496,0.3251693590411673
2020-21,1610612744,Golden State Warriors,72,39,33,1048,2789,0.376,8187,14.555555555555555,38.736111111111114,3144,0.3840234518138512
2020-21,1610612745,Houston Rockets,72,17,55,992,2923,0.339,7833,13.777777777777779,40.59722222222222,2976,0.3799310608962084
2020-21,1610612754,Indiana Pacers,72,34,38,889,2445,0.364,8302,12.347222222222221,33.958333333333336,2667,0.321247892074199
2020-21,1610612746,LA Clippers,72,47,25,1027,2498,0.411,8209,14.26388888888889,34.69444444444444,3081,0.37531977098306735
2020-21,1610612747,Los Angeles Lakers,72,42,30,796,2248,0.354,7887,11.055555555555555,31.22222222222222,2388,0.302776721186763
2020-21,1610612763,Memphis Grizzlies,72,38,34,803,2258,0.356,8157,11.152777777777779,31.36111111111111,2409,0.2953291651342405
2020-21,1610612748,Miami Heat,72,40,32,932,2606,0.358,7781,12.944444444444445,36.19444444444444,2796,0.3593368461637322
2020-21,1610612749,Milwaukee Bucks,72,46,26,1038,2669,0.389,8649,14.416666666666666,37.06944444444444,3114,0.3600416233090531
